language,tongue twister,translation
Catalan embarbussaments,"Una gallina tica-xica-mica, cama-curta i ballarica, va tenir tres pollets, tics-xics-mics, cama-curts i ballarics. Si la gallina no hagués estat tica-xica-mica, cama-curta i ballarica,  els tres pollets no serien tics-xics-mics, cama-curts i ballarics."," A tica-xica-mica (nonsense words), short-legged and dancing hen, had three tics-xics-mics, short-legged and dancing chicks. If the hen hadn't been tica-xica-mica, short-legged and dancing hen, the chicks wouldn't have been tics-xics-mics, short-legged and dancing chicks."
Catalan embarbussaments,En un got no hi pot haver-hi hagut vi bo del fort sense un embut., In a glass there couldn't have been good strong wine with out using a funnel. Spanish: En un vaso no puede haber habido vino bueno del fuerte sin (utilizar) un embudo.
Catalan embarbussaments,"La perdiu li diu a la garsa: - Què fas aquí tu, garsa? - I tu, perdiu? - la garsa li diu."," The partridge said to the magpie: ""What are you doing here, magpie?"" ""And you, partridge?"" - the magpie said. Spanish: La perdiz le dice a la urraca: - ¿Que haces aquí tú, urraca? - ¿Y tú, perdiz? - la urraca le dice."
Catalan embarbussaments,"En Pere Peret pintor, premiat per Portugal, pinta pots i potinguetes per posar pebre picant."," The painter Pere Peret, who was given a prize by Portugal, prints cans and mixtures to put spice pepper in."
Catalan embarbussaments,Les oques s'esmolen els becs a les soques., Geese sharpen their beaks on the trunks.
Catalan embarbussaments,Vaig al bosc i busco vesc i visc del vesc que busco al bosc.," I go to wood and I look for mistletoe, and I live by mistletoe I look for. Spanish: Voy al bosque a por muérdago, y vivo del muérdago que busco en el bosque."
Catalan embarbussaments,Qui roba una arrova de roba no roba la arrova sinó que roba la roba.," He who steals an ""arrova"" (measure of weight eq. to 11.502 kg) of cloth, doesn't steal the arrova, but he steals the cloth. SpanishQuien roba una arroba de ropa, no roba una arroba, sino que roba la ropa."
Catalan embarbussaments,Un plat blanc pla ple de pebre negre està., A flat white plate is full of black pepper.
Catalan embarbussaments,En cap cap cap el que cap en aquet cap., In no head fits what fits in this head.
Catalan embarbussaments,"Setze jutges d'un jutjat mengen el fetge d'un penjat. Si el penjat es despenja, els setze jutges del jutjat no podran menjar mes fetge del penjat."," Sixteen judges from a tribunal eat the liver of a hanged person. If the hanged person is unhung, the sixteen judges of the tribunal can no longer eat liver of the hanged person."
Catalan embarbussaments,"Plou poc, pero pa lo poc que plou, plou prou."," It isn't rain much, but considering how little it rains, it rains enough."
Catalan embarbussaments,"De genollons codonys collia, de genollons collia codonys."," On my knees quince I gathered; On my knees I gathered quince. Spanish: Arrodillado membrillos cogía, arrodillado cogía membrillos."
Catalan embarbussaments,En quin tinter te tinta en Ton?, In which inkpot does Tony have ink? Spanish: En que tintero tiene tinta Antonio. Juego de palabras con sonidos que imitan una campana
Catalan embarbussaments,Els llurs llocs de les valls de Llers., Their places of the Llers valley.
Catalan embarbussaments,"Un plat pla ple de pebre negre n'era.
Un plat pla ple de pebre negre n'està."," A flat plate full of black pepper was. A flat plate full of black pepper is.
Spanish: Un plato plano era lleno de pimienta negra. Un plato plano está lleno de pimienta negra."
Catalan embarbussaments,Els avis indicats son savis sindicats. Els savis indicats son avis sindicats., The indicated grandads are unionized wisemen. The indicated wisemen are unionized grandads.
Catalan embarbussaments,"En Piu que manobra fou,
fent un pou va perdre un peu,
el seu amic Pau digué,
Pol en Piu té un peu al pou."," Piu (common name), who was mason, when making a well lost a foot. His friend Pau (Paul) said, ""Pol (another form for Paul), Piu has one foot in the well."
Catalan embarbussaments,La rica de la parròquia no duu perruca perquè li raca., The rich women of the parish doesn't wear wig because she regrets.
Catalan embarbussaments,Si fa sol Milá redòla., If it is sunny Milá turns over. Spanish: Si hace sol Milá se revuelca. Frase construida con los nombres de las notas musicales.
Catalan embarbussaments,Donem setge quinsets se fetge fregit., Give me sixteen quinset (four pesetas) of fried liver. quinset = old Valencian name of 25 centime coin Spanish:  Deme dieciseis reales de hígado frito. 1 quinset = nombre valenciano de la antigua moneda de 25 centimos = 1 real en castellano.
Catalan embarbussaments,En cap cap cap el que hi cap el que hi cap en el cap de cap de creus., In no head fits what fits in the head of the head of Cap de Creus (town). Spanish: En ninguna cabeza cabe lo que cabe en la cabeza de Cap de Creus (ciudad).
Catalan embarbussaments,Els avis murris porten els nuvis a Gràcia en òmnibus gràtis., The sly grandparents drive the bride and the groom to Gracia (quarter of Barcelona) on free bus.
Catalan embarbussaments,"De genollons genollons, collia collia, de genollons genollons, collia codonys; de genollades, codonyades, i amb els dits, codonys collits."," On my knees knees, I gathered gathered, on my knees knees, I gathered quince; kneeled, quince jellies, and with fingers, gathered quinces."
Catalan embarbussaments,"Una tauleta ben entrilinquinquadradeta,
mal entrilinquinquadradeta,
ves a buscar a l'entrilinquinquadrador
que té l'entrilinquinquadre millor.
Sino està l'entrilinquinquadrador,
que la entrilinquinquadradora
te l'entrilinquinquadre a la seua manera."," A small table well entrilinquinquadradeta,
bad entrilinquinquadradeta,
you have to look for the entrilinquinquadrador
and he will get it better entrilinquinquadrated.
If the entrilinquinquadrador isn't there,
then the entrilinquinquadradora
will entrilinquinquadre on his own way."
Catalan embarbussaments,"Cards verds taquen, cards secs piquen."," green thistles stain, dry thistles prick."
Catalan embarbussaments,Codonys collits amb la punta dels dits, Quince taken with the fingers' tip
"Chinese, Mandarin 绕口令 (rào kǒu lìng)",," A pan on the table, there's a bottle in the pan: bang, bang, bang.
Is it the bottle hitting the pan or the pan hitting the bottle?"
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","牛郎念劉娘
劉娘念牛郎
牛郎年年念劉娘
劉娘年年念牛郎"," The cowboy longs for Miss Liu (surname). Miss Liu pines for the cowboy. The cowboy longs for Miss Liu year in, year out. Miss Liu pines for the cowboy for ever and ever."
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","老頭兒端湯上塔
湯燙
塔滑
湯灑
湯燙塔"," An old man, holding (a bowl of) soup, climbed up a tower. The soup was hot. The tower (steps) slippery; (so) the soup got spilt (and) the soup scalded the tower (steps)."
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","墻上掛面鼔. 鼔上畫老虎.
老虎抓破了鼔.
拿塊布来補,
不知道是布補鼔, 還是布補虎."," On the wall hangs a drum, on which a tiger is painted.
The tiger clawed a hole into the drum.
Taking a piece of cloth to repair it,
I didn’t know whether the cloth was mending the drum or the cloth was mending the tiger."
"Chinese, Mandarin 绕口令 (rào kǒu lìng)",, Mother is riding a horse. The horse moves slowly. Mother chides the horse.
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","niú niú hōng niú,
niú nìng, niú niú níng niú."," Niuniu (Kid's nickname) drives an ox, but the ox is too stubborn to move, so he pinches it."
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","hóng fènghuáng,
fěn fènghuáng,
fěnhóng fènghuáng."," Red phoenix, pink phoenix, pink-red phoenix."
"Chinese, Mandarin 绕口令 (rào kǒu lìng)",," The teacher is 44, isn't (s)he?"
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","青青山上一根籐
青籐地下掛銅鈴
風吹籐動銅鈴動
風停籐停銅鈴停"," On a green mountain grows a vine. Under the vine there hangs a copper bell. When the wind blows, the vine moves, and so does the bell. When the wind stops, the vine stops, and the bell stops too."
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","biǎn dàn cháng, bǎn dèng kuān, biǎn dàn bǐ bǎn dèng cháng,
bǎn dèng bǐ biǎn dàn kuān, biǎn dàn bǎng zài le 
bǎn dèng shàng, bǎn dèng bú ràng biǎn dàn bǎng zài bǎn 
dèng shàng, biǎn dàn fēi yào bǎng zài bǎn dèng shàng."," A bamboo pole is long, and a bench is wide. The bamboo pole was bound to the bench. The bench did not allow the pole to be bound to it, but the pole insisted on being bound to the bench."
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","吃葡萄不吐葡萄皮，
不吃葡萄倒吐葡萄皮"," When eating grapes don't spit out the skin, 
when not eating grapes spit out the skin."
"Chinese, Mandarin 绕口令 (rào kǒu lìng)",," 4 is 4, 10 is 10, 14 is 14, 40 is 40, 44 stone lions are dead."
"Chinese, Mandarin 绕口令 (rào kǒu lìng)",, There's a pear on the tree; mud on the ground. The wind blows the pears; the pears fall to the ground. The pears roll in the mud; the mud sticks to the pears.
"Chinese, Mandarin 绕口令 (rào kǒu lìng)",, The Useful Lady of the West was 44 years old at the time of her death.
"Chinese, Mandarin 绕口令 (rào kǒu lìng)",, Is the teacher a 44-year-old?
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","zhīdào jiù shuō zhīdào 
bù zhīdào jiù shuō bù zhīdào 
bū yào zhīdào shuō bù zhīdào 
yě bū yào bù zhīdào shuō zhīdào 
nǐ zhīdào bù zhīdào"," If you know, just say you know. If you don't know, just say you don't know. You shouldn't know and say you don't know. And you shouldn't NOT know and say you DO know. You know?"
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","yǎ bā yǒu ge lǎ bā
lǎ mā gē yǒu tǎ mǎ 
yǎ bā yào lǎ mā dè tǎ mā
lǎ mǎ yào yǎ bā dè lǎ bā
yǎ bā gěi lǎ mā tā de lǎ bā
lǎ mā gěi yǎ bā tā de tǎ mā
yǎ bā yǒu le tǎ mǎ
lǎ mā lē yǒu lǎ bā"," The mute has a trumpet. 
The lama has a (Tibetan) fish. 
The mute wants the lama's fish. 
The lama wants the mute's trumpet.
The mute gave the lama his trumpet.
The lama gave the mute his fish.
The mute has a fish.
The lama has a trumpet."
"Chinese, Mandarin 绕口令 (rào kǒu lìng)",," Red phoenix, yellow phoenix, pink phoenix, pink phoenix fly"
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","四十是四十
四十不是十四
十四不是四十
十四是十四"," 40 IS 40, 40 IS NOT 14, 14 IS NOT 40, 14 IS 14."
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","扁担宽板凳长
扁担想绑在板凳上
板凳不让扁担绑在板凳上
扁担偏要绑在板凳上
板凳偏偏不让扁担绑在那板凳上
到底扁担宽还是板凳长", The tongue twister is about shoulder pole and a wooden stool ...
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","嘴说腿腿说嘴
嘴说腿爱跑腿
腿说嘴爱卖嘴
光动嘴不动腿
光动腿不动嘴
不如不长腿和嘴", It is about mouth and feet
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","村前有个颜圆眼
村后有个颜眼圆
不知颜圆眼的眼圆
还是颜眼圆的眼圆？"," In front of the village there is a Yan Yuanyan.
Behind the village there is a Yan Yanyuan.
Don't know if Yan Yuanyan's eyes are rounder
or Yan Yanyuan's eyes are rounder."
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","黑化肥发灰,
灰化肥发黑。
黑化肥发灰会挥发,
灰化肥挥发会发黑。"," Black chemical fertilizer can turn gray, 
Gray chemical fertilizer can turn black;
Black chemical fertilizer may evaporate when it turns gray, 
Gray chemical fertilizer may turn black when it evaporates."
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","施氏食獅史
石室詩士施氏，嗜獅，誓食十獅。
氏時時適市視獅。
十時，適十獅適市。
是時，適施氏適市。
氏視是十獅，恃矢勢，使是十獅逝世。
氏拾是十獅屍，適石室。
石室濕，氏使侍拭石室。
石室拭，氏始試食是十獅。
食時，始識是十獅，實十石獅屍。
試釋是事。"," Lion-Eating Poet in the Stone Room.
Mr. Shi, the poet from a stone room, likes to eat lions. He promises solemnly, that he will eat ten lions. Regularly he goes to the market to look at the lions. ..."
"Chinese, Mandarin 绕口令 (rào kǒu lìng)","吃葡萄吐葡萄皮儿，
不吃葡萄不吐葡萄皮儿。
吃葡萄不吐葡萄皮儿，
不吃葡萄倒吐葡萄皮儿。"," Eat grapes throw out their skins, don't eat grapes don't throw out their skins.
Eat grapes don't throw out their skins, don't eat grapes throw out their skins."
